# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 1.856093383789062500e+03 1.689982080000000000e+08 2.303754375000000000e+05 9.767007231712341309e-01 6.610945612192153931e-02 4.328721668571233749e-03 1.856094604492187500e+03 1.689982240000000000e+08 2.303754531250000000e+05 9.766265749931335449e-01 6.615050137042999268e-02 4.331720527261495590e-03
1.000000000000000000e+01 1.851624389648437500e+03 1.689852000000000000e+08 2.303714375000000000e+05 1.007344722747802734e+00 1.072197556495666504e-01 1.620046794414520264e-02 1.851624023437500000e+03 1.689852640000000000e+08 2.303714531250000000e+05 1.007629275321960449e+00 1.073096990585327148e-01 1.621198840439319611e-02
2.000000000000000000e+01 1.851131347656250000e+03 1.689775200000000000e+08 2.303220000000000000e+05 1.296007633209228516e+00 8.616597205400466919e-02 2.651955187320709229e-01 1.851168823242187500e+03 1.689776480000000000e+08 2.303222968750000000e+05 1.295903086662292480e+00 8.626192063093185425e-02 2.654375433921813965e-01
3.000000000000000000e+01 1.858828002929687500e+03 1.689713440000000000e+08 2.302865625000000000e+05 2.110586166381835938e+00 1.002735942602157593e-01 1.336881518363952637e-01 1.858868164062500000e+03 1.689715040000000000e+08 2.302871093750000000e+05 2.110847234725952148e+00 1.003873050212860107e-01 1.338403820991516113e-01
4.000000000000000000e+01 1.856227294921875000e+03 1.689591040000000000e+08 2.302052812500000000e+05 5.356642723083496094e+00 3.786539891734719276e-03 3.168229246512055397e-03 1.856223999023437500e+03 1.689592480000000000e+08 2.302060625000000000e+05 5.359891891479492188e+00 3.751251148059964180e-03 3.138557076454162598e-03
5.000000000000000000e+01 1.829305541992187500e+03 1.689556480000000000e+08 2.301164218750000000e+05 8.803827285766601562e+00 6.467000581324100494e-03 6.717473268508911133e-03 1.829225952148437500e+03 1.689557920000000000e+08 2.301176250000000000e+05 8.809426307678222656e+00 6.407879758626222610e-03 6.656082347035408020e-03
6.000000000000000000e+01 1.805004882812500000e+03 1.689524320000000000e+08 2.300230000000000000e+05 1.327710533142089844e+01 5.022544413805007935e-03 5.515954922884702682e-03 1.804854125976562500e+03 1.689526240000000000e+08 2.300246093750000000e+05 1.328542423248291016e+01 4.976599011570215225e-03 5.465479101985692978e-03
7.000000000000000000e+01 1.782528808593750000e+03 1.689494240000000000e+08 2.299311875000000000e+05 1.845301246643066406e+01 2.819468732923269272e-03 3.382424358278512955e-03 1.782310058593750000e+03 1.689496160000000000e+08 2.299332343750000000e+05 1.846405220031738281e+01 2.793669002130627632e-03 3.351465566083788872e-03
8.000000000000000000e+01 1.761494995117187500e+03 1.689465280000000000e+08 2.298419687500000000e+05 2.418711853027343750e+01 1.247494365088641644e-03 1.739472616463899612e-03 1.761211059570312500e+03 1.689467200000000000e+08 2.298443906250000000e+05 2.420070457458496094e+01 1.236078212969005108e-03 1.723550260066986084e-03
9.000000000000000000e+01 1.741609252929687500e+03 1.689436960000000000e+08 2.297551093750000000e+05 3.040061569213867188e+01 4.350943199824541807e-04 7.677090470679104328e-04 1.741262207031250000e+03 1.689439200000000000e+08 2.297579375000000000e+05 3.041646385192871094e+01 4.311127413529902697e-04 7.606816361658275127e-04
1.000000000000000000e+02 1.722640625000000000e+03 1.689409600000000000e+08 2.296702500000000000e+05 3.704226303100585938e+01 1.126137285609729588e-04 2.890689647756516933e-04 1.722231811523437500e+03 1.689412000000000000e+08 2.296734843750000000e+05 3.706006240844726562e+01 1.115832492359913886e-04 2.864227863028645515e-04
1.100000000000000000e+02 1.704417602539062500e+03 1.689382560000000000e+08 2.295870781250000000e+05 4.407284927368164062e+01 1.783140214683953673e-05 9.019438584800809622e-05 1.703947875976562500e+03 1.689384960000000000e+08 2.295906875000000000e+05 4.409227371215820312e+01 1.766827881510835141e-05 8.936868835007771850e-05
1.200000000000000000e+02 1.686815063476562500e+03 1.689355840000000000e+08 2.295053281250000000e+05 5.145882797241210938e+01 6.330468522719456814e-07 2.177155329263769090e-05 1.686285522460937500e+03 1.689358240000000000e+08 2.295093281250000000e+05 5.147953414916992188e+01 6.272679797802993562e-07 2.157223389076534659e-05
1.300000000000000000e+02 1.669741088867187500e+03 1.689329920000000000e+08 2.294247812500000000e+05 5.916978073120117188e+01 4.389753769373783143e-07 3.391777227079728618e-06 1.669151977539062500e+03 1.689332320000000000e+08 2.294291250000000000e+05 5.919143676757812500e+01 4.349489302057918394e-07 3.360721166245639324e-06
1.400000000000000000e+02 1.653127441406250000e+03 1.689303680000000000e+08 2.293452656250000000e+05 6.717732238769531250e+01 1.000441670839791186e-06 1.488698018192735617e-07 1.652479003906250000e+03 1.689306400000000000e+08 2.293499531250000000e+05 6.719961547851562500e+01 9.912722589433542453e-07 1.475062418876404990e-07
1.500000000000000000e+02 1.636920654296875000e+03 1.689277920000000000e+08 2.292667031250000000e+05 7.545468139648437500e+01 6.833707857367699035e-07 5.134235081527549482e-08 1.636213378906250000e+03 1.689280640000000000e+08 2.292717031250000000e+05 7.547729492187500000e+01 6.771090852453198750e-07 5.087329668640450109e-08
1.600000000000000000e+02 1.621080200195312500e+03 1.689252160000000000e+08 2.291888906250000000e+05 8.397640228271484375e+01 2.623782222599402303e-07 1.439566545968773426e-07 1.620313598632812500e+03 1.689255040000000000e+08 2.291942968750000000e+05 8.399903106689453125e+01 2.599722677132376703e-07 1.426402747028987505e-07
1.700000000000000000e+02 1.605573120117187500e+03 1.689226560000000000e+08 2.291118437500000000e+05 9.271826934814453125e+01 5.703635608256263367e-08 1.056108445141035190e-07 1.604747436523437500e+03 1.689229760000000000e+08 2.291175781250000000e+05 9.274063110351562500e+01 5.651304491038899869e-08 1.046455508912913501e-07
1.800000000000000000e+02 1.590373291015625000e+03 1.689201760000000000e+08 2.290354531250000000e+05 1.016571731567382812e+02 4.176145651513252233e-09 4.373603346152776794e-08 1.589488647460937500e+03 1.689204960000000000e+08 2.290415468750000000e+05 1.016789855957031250e+02 4.137719056274136165e-09 4.333586289817503712e-08
1.900000000000000000e+02 1.575458251953125000e+03 1.689176480000000000e+08 2.289596562500000000e+05 1.107709350585937500e+02 3.067771314757550272e-10 1.053272224993406780e-08 1.574514282226562500e+03 1.689179680000000000e+08 2.289661093750000000e+05 1.107919311523437500e+02 3.040035168044852298e-10 1.043641351117230442e-08
2.000000000000000000e+02 1.560810424804687500e+03 1.689151360000000000e+08 2.288843906250000000e+05 1.200383758544921875e+02 1.512737268782871070e-09 8.912350302203719821e-10 1.559807006835937500e+03 1.689154720000000000e+08 2.288911718750000000e+05 1.200582885742187500e+02 1.498921320397528234e-09 8.831482212201535731e-10
2.100000000000000000e+02 1.546413940429687500e+03 1.689126240000000000e+08 2.288096406250000000e+05 1.294391174316406250e+02 9.511782472770846653e-10 8.354426178636131795e-11 1.545350708007812500e+03 1.689129760000000000e+08 2.288167500000000000e+05 1.294577026367187500e+02 9.425086267000892803e-10 8.280170993302249371e-11
2.200000000000000000e+02 1.532256713867187500e+03 1.689101280000000000e+08 2.287353750000000000e+05 1.389535217285156250e+02 2.213642047443897809e-10 5.481506915039346950e-10 1.531133422851562500e+03 1.689104800000000000e+08 2.287428125000000000e+05 1.389705657958984375e+02 2.193618620083270798e-10 5.431167182656793102e-10
2.300000000000000000e+02 1.518326782226562500e+03 1.689076480000000000e+08 2.286614843750000000e+05 1.485628204345703125e+02 3.855449813572331408e-12 5.730625418642887325e-10 1.517143432617187500e+03 1.689079840000000000e+08 2.286692968750000000e+05 1.485780639648437500e+02 3.824082977360587776e-12 5.677792125347025376e-10
2.400000000000000000e+02 1.504615234375000000e+03 1.689051840000000000e+08 2.285880156250000000e+05 1.582489013671875000e+02 2.751577958537421154e-11 3.586849706138650618e-10 1.503371093750000000e+03 1.689055360000000000e+08 2.285961406250000000e+05 1.582621307373046875e+02 2.727512660172237702e-11 3.554323224630451250e-10
2.500000000000000000e+02 1.491113769531250000e+03 1.689027040000000000e+08 2.285149687500000000e+05 1.679942321777343750e+02 5.501834404730843175e-11 1.707389229999023428e-10 1.489808593750000000e+03 1.689030880000000000e+08 2.285234218750000000e+05 1.680052490234375000e+02 5.452656035020986280e-11 1.691805168180238184e-10
2.600000000000000000e+02 1.477815429687500000e+03 1.689002240000000000e+08 2.284422031250000000e+05 1.777818756103515625e+02 4.847241358296727753e-11 7.049821143523260503e-11 1.476448852539062500e+03 1.689006560000000000e+08 2.284509843750000000e+05 1.777904663085937500e+02 4.804502976019087157e-11 6.986280304266401231e-11
2.700000000000000000e+02 1.464713989257812500e+03 1.688978080000000000e+08 2.283697812500000000e+05 1.875956115722656250e+02 2.718891257968980568e-11 2.861040224177990865e-11 1.463285278320312500e+03 1.688982240000000000e+08 2.283788750000000000e+05 1.876016082763671875e+02 2.695749179437711973e-11 2.835355561447983064e-11
2.800000000000000000e+02 1.451803955078125000e+03 1.688953440000000000e+08 2.282976406250000000e+05 1.974196472167968750e+02 1.554793446767455123e-11 1.423849059489779023e-11 1.450313110351562500e+03 1.688957440000000000e+08 2.283070781250000000e+05 1.974228668212890625e+02 1.541997259046912205e-11 1.410838806892300568e-11
2.900000000000000000e+02 1.439081176757812500e+03 1.688928960000000000e+08 2.282257968750000000e+05 2.072389373779296875e+02 1.111479051157937548e-11 9.657168294208151593e-12 1.437527465820312500e+03 1.688933120000000000e+08 2.282355156250000000e+05 2.072391967773437500e+02 1.102112845430269772e-11 9.563333631945614144e-12
3.000000000000000000e+02 1.426541259765625000e+03 1.688904320000000000e+08 2.281541875000000000e+05 2.170386962890625000e+02 9.126611792698025027e-12 7.437818590194655854e-12 1.424924682617187500e+03 1.688908640000000000e+08 2.281642500000000000e+05 2.170357666015625000e+02 9.054223516768988844e-12 7.370784538274222086e-12
3.100000000000000000e+02 1.414181274414062500e+03 1.688880160000000000e+08 2.280827968750000000e+05 2.268047943115234375e+02 7.830198295311063816e-12 7.676141840218253520e-12 1.412500976562500000e+03 1.688884320000000000e+08 2.280931875000000000e+05 2.267985839843750000e+02 7.767598196595226767e-12 7.606114522940021772e-12
3.200000000000000000e+02 1.401998168945312500e+03 1.688855840000000000e+08 2.280116718750000000e+05 2.365233001708984375e+02 6.867564676660276035e-12 7.538625973468882080e-12 1.400253906250000000e+03 1.688860160000000000e+08 2.280223593750000000e+05 2.365136108398437500e+02 6.814424458739809509e-12 7.470979564161428499e-12
3.300000000000000000e+02 1.389989624023437500e+03 1.688831680000000000e+08 2.279407343750000000e+05 2.461809692382812500e+02 5.953884087139815762e-12 6.512199200031654200e-12 1.388180664062500000e+03 1.688836320000000000e+08 2.279517500000000000e+05 2.461676635742187500e+02 5.907522301201728609e-12 6.454870058597572680e-12
3.400000000000000000e+02 1.378153198242187500e+03 1.688807360000000000e+08 2.278699687500000000e+05 2.557649536132812500e+02 5.242030334112746104e-12 5.530561252020671503e-12 1.376279174804687500e+03 1.688812160000000000e+08 2.278812968750000000e+05 2.557478790283203125e+02 5.201879291899524915e-12 5.479997098462030536e-12
3.500000000000000000e+02 1.366487670898437500e+03 1.688783040000000000e+08 2.277993750000000000e+05 2.652627563476562500e+02 4.535028168967114581e-12 4.763347268704754001e-12 1.364547729492187500e+03 1.688787840000000000e+08 2.278110156250000000e+05 2.652417602539062500e+02 4.500356250852766138e-12 4.721086369063876020e-12
3.600000000000000000e+02 1.354991210937500000e+03 1.688758880000000000e+08 2.277289843750000000e+05 2.746623840332031250e+02 4.129337063257798590e-12 3.811746057680309718e-12 1.352984985351562500e+03 1.688763680000000000e+08 2.277409218750000000e+05 2.746373291015625000e+02 4.099055730261147446e-12 3.777378149855126210e-12
3.700000000000000000e+02 1.343662719726562500e+03 1.688734880000000000e+08 2.276586718750000000e+05 2.839521179199218750e+02 3.666725343492993616e-12 2.875787715600486294e-12 1.341589843750000000e+03 1.688739680000000000e+08 2.276709531250000000e+05 2.839229431152343750e+02 3.640289025080845065e-12 2.851507224788107919e-12
3.800000000000000000e+02 1.332501464843750000e+03 1.688710880000000000e+08 2.275885000000000000e+05 2.931206970214843750e+02 3.178749581264628254e-12 2.189653189668683275e-12 1.330361450195312500e+03 1.688716160000000000e+08 2.276011250000000000e+05 2.930871887207031250e+02 3.157392099509270800e-12 2.166441288517506614e-12
3.900000000000000000e+02 1.321506713867187500e+03 1.688686720000000000e+08 2.275184531250000000e+05 3.021572875976562500e+02 2.653807512284500625e-12 1.947603319937818434e-12 1.319298828125000000e+03 1.688691840000000000e+08 2.275313750000000000e+05 3.021193542480468750e+02 2.634379693555732871e-12 1.930361035948346959e-12
4.000000000000000000e+02 1.310678100585937500e+03 1.688662400000000000e+08 2.274485468750000000e+05 3.110512084960937500e+02 2.255733360517764297e-12 1.931200642110719734e-12 1.308401977539062500e+03 1.688667680000000000e+08 2.274617500000000000e+05 3.110087585449218750e+02 2.239582434435116731e-12 1.914666125299446797e-12
4.100000000000000000e+02 1.300015502929687500e+03 1.688638560000000000e+08 2.273787343750000000e+05 3.197923278808593750e+02 2.110803719312936977e-12 1.751089074089606790e-12 1.297670166015625000e+03 1.688643680000000000e+08 2.273922500000000000e+05 3.197451782226562500e+02 2.095815057959193872e-12 1.736672112541415292e-12
4.200000000000000000e+02 1.289518554687500000e+03 1.688614240000000000e+08 2.273090000000000000e+05 3.283710021972656250e+02 1.904437762004218548e-12 1.570245669602066130e-12 1.287103759765625000e+03 1.688619680000000000e+08 2.273228125000000000e+05 3.283190917968750000e+02 1.890871790741210923e-12 1.556771313422633529e-12
4.300000000000000000e+02 1.279187377929687500e+03 1.688590400000000000e+08 2.272392968750000000e+05 3.367776489257812500e+02 1.674574216271873528e-12 1.427542871239306788e-12 1.276702392578125000e+03 1.688596000000000000e+08 2.272534531250000000e+05 3.367208862304687500e+02 1.663556987475944826e-12 1.415085063016796596e-12
4.400000000000000000e+02 1.269021972656250000e+03 1.688566240000000000e+08 2.271697187500000000e+05 3.450031738281250000e+02 1.495185811099808415e-12 1.171164294017090768e-12 1.266466308593750000e+03 1.688572000000000000e+08 2.271841718750000000e+05 3.449413757324218750e+02 1.484543499415125201e-12 1.160774926699248422e-12
4.500000000000000000e+02 1.259023071289062500e+03 1.688542080000000000e+08 2.271001562500000000e+05 3.530387878417968750e+02 1.490294324578422813e-12 1.056763075484024039e-12 1.256396118164062500e+03 1.688547840000000000e+08 2.271149218750000000e+05 3.529719543457031250e+02 1.480400329233189094e-12 1.048436402799335365e-12
4.600000000000000000e+02 1.249190917968750000e+03 1.688518560000000000e+08 2.270306406250000000e+05 3.608759460449218750e+02 1.399586176120681813e-12 8.565698606140259574e-13 1.246492065429687500e+03 1.688524160000000000e+08 2.270457031250000000e+05 3.608039245605468750e+02 1.390031861316087802e-12 8.495694924469388010e-13
4.700000000000000000e+02 1.239525634765625000e+03 1.688494560000000000e+08 2.269611875000000000e+05 3.685068664550781250e+02 1.285293919905949878e-12 6.565310903434984358e-13 1.236754516601562500e+03 1.688500480000000000e+08 2.269765625000000000e+05 3.684295959472656250e+02 1.276262190548493880e-12 6.508676518753031548e-13
